user,circle,friend
9642,780,9764
9642,780,9762
9642,780,9692
9642,780,9724
9642,780,9726
9642,780,9773
9642,780,9745
9642,780,9834
9642,780,9784
9642,780,9777
9642,780,9698
9642,780,9755
9642,780,9837
9642,780,9803
9642,780,9756
9642,780,9713
9642,780,9758
9642,780,9786
9642,780,9710
9642,780,9787
9642,780,9676
9642,780,9723
9642,780,9670
9642,780,9751
9642,780,9791
9642,780,9727
9642,780,9812
9642,780,9748
9642,780,9827
9642,780,9782
9642,780,9712
9642,780,9833
9642,780,9800
9642,780,9832
9642,780,9744
9642,780,9775
9642,780,9819
9642,780,9761
9642,780,9706
9642,780,9749
9642,780,9841
9642,780,9774
9642,780,9830
9642,780,9825
9642,780,9684
9642,780,9797
9642,780,9732
9642,780,9707
9642,780,9842
9642,780,9765
9642,780,9771
9642,780,9674
9642,780,9654
9642,780,9743
9642,780,9840
9642,780,9783
9642,780,9722
9642,780,9720
9642,781,9839
9642,781,9809
9642,781,9704
9642,781,9754
9642,781,9675
9642,781,9789
9642,781,9772
9642,781,9764
9642,781,9762
9642,781,9692
9642,781,9834
9642,781,9784
9642,781,9698
9642,781,9755
9642,781,9837
9642,781,9787
9642,781,9723
9642,781,9727
9642,781,9748
9642,781,9832
9642,781,9761
9642,781,9706
9642,781,9774
9642,781,9830
9642,781,9825
9642,781,9684
9642,781,9797
9642,781,9732
9642,781,9707
9642,781,9771
9642,781,9654
9642,781,9783
9642,781,9722
9642,781,9720
9642,786,9692
9642,786,9834
9642,786,9755
9642,786,9723
9642,786,9761
9642,786,9825
9642,786,9654
9642,787,9724
9642,787,9773
9642,787,9777
9642,787,9713
9642,787,9758
9642,787,9710
9642,787,9676
9642,787,9751
9642,787,9827
9642,787,9782
9642,787,9712
9642,787,9833
9642,787,9800
9642,787,9744
9642,787,9775
9642,787,9749
9642,787,9841
9642,787,9765
9642,787,9743
9642,787,9840
9642,784,9644
9642,784,9759
9642,784,9685
9642,784,9705
9642,784,9829
9642,784,9700
9642,64,9820
9642,64,9690
9642,64,9799
9642,64,9649
9642,64,9750
9642,64,9645
9642,64,9686
9642,64,9773
9642,64,9708
9642,64,9769
9642,64,9814
9642,64,9777
9642,64,9823
9642,64,9693
9642,64,9796
9642,64,9713
9642,64,9758
9642,64,9669
9642,64,9710
9642,64,9651
9642,64,9676
9642,64,9753
9642,64,9766
9642,64,9652
9642,64,9751
9642,64,9802
9642,64,9760
9642,64,9731
9642,64,9742
9642,64,9734
9642,64,9653
9642,64,9741
9642,64,9827
9642,64,9782
9642,64,9712
9642,64,9833
9642,64,9800
9642,64,9744
9642,64,9646
9642,64,9775
9642,64,9665
9642,64,9749
9642,64,9841
9642,64,9688
9642,64,9747
9642,64,9815
9642,64,9658
9642,64,9765
9642,64,9739
9642,64,9719
9642,64,9743
9642,64,9840
9642,64,9650
9642,64,9781
9642,64,9668
9642,64,9810
9642,64,9835
9642,62,9838
9642,62,9779
9642,62,9843
9642,62,9845
9642,62,9648
9642,62,9817
9642,62,9709
9642,62,9673
9642,62,9664
9642,62,9657
9642,62,9740
9642,62,9736
9642,62,9717
9642,773,9794
9642,773,9844
9642,773,9697
9642,773,9822
9642,773,9730
9642,773,9685
9642,773,9677
9642,773,9705
9642,773,9811
9642,773,9770
9642,773,9824
9642,773,9684
9642,773,9829
9642,777,9838
9642,777,9779
9642,777,9843
9642,777,9845
9642,777,9648
9642,777,9817
9642,777,9709
9642,777,9673
9642,777,9664
9642,777,9657
9642,777,9740
9642,777,9736
9642,777,9792
9642,777,9717
9642,776,9808
9642,776,9678
9642,776,9780
9642,776,9647
9642,776,9718
9642,776,9725
9642,776,9687
9642,776,9643
9642,774,9794
9642,774,9660
9642,774,9808
9642,774,9844
9642,774,9697
9642,774,9678
9642,774,9822
9642,774,9730
9642,774,9780
9642,774,9655
9642,774,9647
9642,774,9685
9642,774,9677
9642,774,9705
9642,774,9689
9642,774,9806
9642,774,9811
9642,774,9770
9642,774,9696
9642,774,9718
9642,774,9790
9642,774,9666
9642,774,9824
9642,774,9801
9642,774,9774
9642,774,9793
9642,774,9684
9642,774,9725
9642,774,9687
9642,774,9829
9642,774,9721
9642,774,9659
9642,774,9643
9642,779,9820
9642,779,9690
9642,779,9799
9642,779,9649
9642,779,9644
9642,779,9750
9642,779,9813
9642,779,9645
9642,779,9759
9642,779,9686
9642,779,9708
9642,779,9788
9642,779,9769
9642,779,9814
9642,779,9823
9642,779,9705
9642,779,9693
9642,779,9796
9642,779,9702
9642,779,9669
9642,779,9651
9642,779,9753
9642,779,9766
9642,779,9652
9642,779,9802
9642,779,9760
9642,779,9731
9642,779,9742
9642,779,9734
9642,779,9653
9642,779,9741
9642,779,9646
9642,779,9665
9642,779,9735
9642,779,9776
9642,779,9688
9642,779,9747
9642,779,9821
9642,779,9815
9642,779,9658
9642,779,9739
9642,779,9719
9642,779,9829
9642,779,9650
9642,779,9781
9642,779,9700
9642,779,9668
9642,779,9810
9642,779,9835
9642,778,9820
9642,778,9690
9642,778,9799
9642,778,9649
9642,778,9750
9642,778,9645
9642,778,9708
9642,778,9814
9642,778,9693
9642,778,9796
9642,778,9669
9642,778,9651
9642,778,9753
9642,778,9766
9642,778,9652
9642,778,9760
9642,778,9742
9642,778,9653
9642,778,9741
9642,778,9665
9642,778,9688
9642,778,9747
9642,778,9815
9642,778,9658
9642,778,9650
9642,778,9835
9642,791,9661
9642,791,9667
9642,791,9786
9642,791,9695
9642,791,9757
9642,791,9699
9642,791,9672
9642,794,9689
9642,794,9806
9642,794,9790
9642,794,9801
9642,794,9793
9642,794,9721
9642,794,9659
9642,794,9738
9642,13,9694
9642,13,9714
9642,13,9680
9642,13,9805
9642,13,9671
9642,13,9828
9642,13,9816
9642,13,9711
9642,13,9768
9642,13,9716
9642,13,9728
9642,13,9767
9642,13,9778
9642,13,9682
9642,13,9662
9642,13,9701
9642,13,9798
9642,13,9763
9642,13,9715
9642,13,9691
9642,13,9746
9642,13,9737
9642,13,9831
4829,503,5043
4829,503,5018
4829,503,5016
4829,503,4957
4829,503,4847
4829,503,5076
4829,503,4963
4829,503,5033
4829,503,4854
4829,503,4839
4829,503,5017
4829,503,4995
4829,503,4864
4829,503,5067
4829,503,5013
4829,503,5084
4829,503,5077
4829,503,4890
4829,503,5044
4829,503,5004
4829,503,4980
4829,503,4990
4829,503,4896
4829,503,4899
4829,503,4881
4829,503,4835
4829,504,4840
4829,504,4837
4829,504,4996
4829,504,4944
4829,504,4924
4829,504,4868
4829,504,4974
4829,504,5042
4829,504,5040
4829,504,4866
4829,504,4988
4829,504,4897
4829,504,4934
4829,504,4932
4829,504,4842
4829,504,4962
4829,504,4951
4829,504,5082
4829,504,5027
4829,504,4845
4829,504,5058
4829,504,5005
4829,504,4895
4829,504,4917
4829,504,4907
4829,504,4983
4829,504,4982
4829,504,4857
4829,504,4912
4829,504,4878
4829,504,5014
4829,504,4865
4829,504,4867
4829,504,5071
4829,504,5037
4829,504,4985
4829,504,4922
4829,504,4927
4829,504,5083
4829,504,5055
4829,504,4872
4829,504,4920
4829,504,5015
4829,504,4966
4829,504,4916
4829,504,5085
4829,504,4901
4829,504,4886
4829,504,4838
4829,504,4925
4829,504,4893
4829,504,4979
4829,504,5021
4829,504,4853
4829,504,4998
4829,504,5032
4829,504,5065
4829,504,4943
4829,504,4849
4829,504,4910
4829,504,4986
4829,504,4947
4829,504,5035
4829,504,4876
4829,504,4992
4829,504,4981
4829,504,5031
4829,504,4949
4829,504,5057
4829,504,4862
4829,504,4850
4829,504,4883
4829,504,4834
4829,504,4972
4829,504,4900
4829,504,5003
4829,504,4908
4829,504,4923
4829,504,4848
4829,504,4946
4829,504,4961
4829,504,4885
4829,504,4832
4829,504,4991
4829,504,4918
4829,504,4940
4829,504,5068
4829,504,5053
4829,504,4952
4829,504,4954
4829,504,4915
4829,504,4939
4829,504,5080
4829,504,5078
4829,504,4941
4829,504,4970
4829,504,4929
4829,504,4994
4829,504,4860
4829,504,5041
4829,504,4945
4829,504,4933
4829,504,5036
4829,504,5024
4829,504,5081
4829,504,4956
4829,504,4846
4829,504,4964
4829,504,4859
4829,504,4892
4829,504,4976
4829,504,4930
4829,504,4830
4829,504,4999
4829,504,5074
4829,504,4936
4829,504,5001
4829,504,4978
4829,504,5010
4829,504,4889
4829,504,4971
4829,504,4967
4829,504,4958
4829,504,5026
4829,504,4875
4829,504,5047
4829,504,4948
4829,504,5023
4829,504,5045
4829,504,5079
4829,504,4953
4829,504,4926
4829,504,5025
4829,504,4906
4829,504,4965
4829,504,4887
4829,504,4931
4829,504,4913
4829,505,4840
4829,505,4837
4829,505,4962
4829,505,5083
4829,505,4947
4829,505,5047
4829,506,4935
4829,506,4950
4829,506,4974
4829,506,5028
4829,506,5006
4829,506,4831
4829,506,4891
4829,506,5054
4829,506,4836
4829,506,4960
4829,506,5048
4829,506,5022
4829,506,4983
4829,506,5073
4829,506,4942
4829,506,5030
4829,506,5039
4829,506,4987
4829,506,5038
4829,506,4905
4829,506,4938
4829,506,4898
4829,506,5061
4829,506,4984
4829,506,4880
4829,506,5033
4829,506,4871
4829,506,4937
4829,506,5012
4829,506,4955
4829,506,4904
4829,506,4869
4829,506,4844
4829,506,5009
4829,506,4975
4829,506,5008
4829,506,4851
4829,506,4894
4829,506,4864
4829,506,5056
4829,506,4833
4829,506,5046
4829,506,4977
4829,506,4997
4829,506,4861
4829,506,5069
4829,506,4989
4829,506,5049
4829,506,5059
4829,506,5029
4829,506,4959
4829,506,5064
4829,506,5062
4829,506,4919
4829,506,4855
4829,506,5034
4829,506,4902
4829,506,4909
4829,506,5007
4829,506,5019
4829,506,4863
4829,506,4874
4829,506,4856
4829,506,5052
4829,506,5050
4829,506,5000
4829,508,5006
4829,508,4831
4829,508,4891
4829,508,4988
4829,508,4932
4829,508,5058
4829,508,5022
4829,508,4983
4829,508,5073
4829,508,4878
4829,508,5014
4829,508,5061
4829,508,4839
4829,508,4851
4829,508,4864
4829,508,4833
4829,508,4861
4829,508,4862
4829,508,5059
4829,508,5029
4829,508,4959
4829,508,5064
4829,508,5062
4829,508,4968
4829,508,4858
4829,508,5007
4829,508,5019
4829,508,4952
4829,508,4874
4829,508,4856
4829,509,5063
4829,509,4942
4829,509,5020
4829,509,4870
4829,509,4928
4829,509,5002
4829,509,4894
4829,509,4833
4829,509,4882
4829,509,4921
4829,509,5051
4829,509,4879
4829,509,4873
4829,509,4852
4829,509,4888
4829,509,5044
4829,509,4843
4829,509,5060
4829,320,4831
4829,320,4960
4829,320,4905
4829,320,4928
4829,320,4914
4829,320,5000
4829,511,4872
4829,511,4838
4829,511,5035
4829,511,4992
4829,511,5031
4829,511,5057
4829,511,4834
4829,511,4972
4829,511,4885
4829,511,4940
4829,511,4915
4829,511,5080
4829,511,4994
4829,511,4860
4829,511,5036
4829,511,5024
4829,511,4846
4829,511,4892
4829,511,4830
4829,511,5074
4829,511,4936
4829,511,5001
4829,511,4978
4829,511,4889
4829,511,4971
4829,511,4967
4829,511,4958
4829,511,4948
4829,511,5045
4829,511,5079
4829,511,4953
4829,511,4926
4829,511,5025
4829,511,4906
4829,511,4965
4829,511,4887
4829,511,4913
4829,510,4865
4829,510,5037
4829,510,4916
4829,510,4925
4829,510,4853
4829,510,4883
4829,510,4908
4829,510,4923
4829,510,4946
4829,510,4961
4829,510,5068
4829,510,4954
4829,510,4939
4829,510,4970
4829,510,5026
4829,13,4841
4829,13,4995
4829,13,5084
4829,13,5086
4829,13,5075
4829,13,5011
4829,301,4877
4829,301,5066
4829,301,4903
4829,301,5072
4829,301,5049
4829,301,4968
4829,301,4884
4829,301,4848
4829,301,5041
4829,301,4933
4829,301,5081
4829,301,4999
4829,301,5023
10929,841,10973
10929,841,10961
10929,841,10949
10929,841,10995
10929,841,10994
10929,841,10978
10929,841,10966
10929,841,10976
10929,841,11006
10929,841,10979
10929,841,10983
10929,840,10973
10929,840,10965
10929,840,10987
10929,840,10941
10929,840,10970
10929,840,10943
10929,840,10967
10929,840,10986
10929,843,10991
10929,843,10932
10929,843,11004
10929,843,11010
10929,843,10999
10929,843,10969
10929,843,10996
10929,843,10959
10929,843,10982
10929,843,10933
10929,843,11001
10929,843,10975
10929,843,11005
10929,845,10948
10929,845,10964
10929,845,10951
10929,845,10944
10929,845,11013
10929,845,10955
10929,845,10989
10929,845,10957
10929,845,10993
10929,845,10935
10929,845,10968
10929,845,10977
10929,844,10938
10929,844,10946
10929,844,11000
10929,844,10998
10929,844,10953
10929,844,10937
10929,844,11003
10929,844,10940
10929,844,10971
10929,844,10962
10929,844,10958
10929,839,11009
10929,839,11011
10929,839,10997
10929,839,10960
10929,839,10981
10929,839,10939
10929,839,10984
10929,839,10942
10929,839,10936
10929,839,10950
10929,839,10963
10929,839,10974
10929,839,10956
10929,839,10988
10929,839,11002
10929,839,10980
10929,839,10934
10929,839,10972
10929,839,10990
10929,839,11008
10929,839,10930
10929,839,11012
10929,839,10947
10929,839,10992
27022,538,27031
27022,538,27204
27022,538,27154
27022,538,27091
27022,538,27139
27022,538,27038
27022,538,27228
27022,538,27161
27022,538,27029
27022,538,27033
27022,538,27168
27022,538,27062
27022,538,27209
27022,538,27135
27022,538,27207
27022,538,27183
27022,538,27105
27022,538,27212
27022,538,27210
27022,538,27156
27022,538,27138
27022,538,27127
27022,538,27108
27022,538,27094
27022,538,27065
27022,538,27160
27022,538,27147
27022,538,27047
27022,538,27119
27022,538,27028
27022,538,27039
